x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,label,timestamp,session_tag
0.0,0.0,0.0,-0.449953,-0.236273,-0.136402,-0.688279,-0.452395,-0.120491,-0.752811,-0.691521,-0.075213,-0.823674,-0.954323,-0.051029,-0.505567,-0.794985,-0.054934,-0.600502,-1.062761,0.018766,-0.500246,-1.090213,0.083102,-0.50127,-1.215306,0.142066,-0.296457,-0.954811,0.021185,-0.329777,-1.10826,0.066169,-0.32664,-1.370732,0.104425,-0.386871,-1.394657,0.13875,-0.126033,-0.870756,-0.05455,-0.165855,-1.02965,0.076515,-0.085755,-1.176268,0.078984,-0.087683,-1.33124,0.15385,0.195305,-0.804917,-0.008158,0.145551,-0.995244,0.053973,0.169157,-1.018375,0.081579,0.055331,-1.176195,0.080821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1786537267.5367,synthetic_asl_generator
0.0,0.0,0.0,-0.428747,-0.198019,-0.098626,-0.640208,-0.590211,-0.093118,-0.592925,-1.055932,-0.07436,-0.586611,-1.344729,-0.055511,-0.118737,-1.004757,0.011704,-0.238351,-1.329155,0.100551,-0.172876,-1.436479,0.136078,-0.209433,-1.635111,0.183945,0.093347,-0.995595,-0.00877,0.126468,-1.43142,0.143776,0.08214,-1.525076,0.127489,0.142426,-1.631886,0.227595,0.248487,-1.009814,-0.008752,0.370948,-1.25297,0.055023,0.279901,-1.360847,0.09645,0.32488,-1.482688,0.181982,0.632741,-0.813257,-0.00243,0.533499,-1.029767,0.111217,0.64669,-1.15889,0.154066,0.614307,-1.236332,0.179797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1786537267.5368,synthetic_asl_generator
0.0,0.0,0.0,-0.283256,-0.289857,-0.043595,-0.359269,-0.580349,-0.068514,-0.432893,-0.827425,-0.024418,-0.450215,-1.144283,-0.040217,-0.02084,-0.830285,0.021095,-0.085546,-1.015089,0.088351,-0.066584,-1.289546,0.105196,-0.168734,-1.3398,0.146453,0.151164,-0.988427,0.01271,0.1096,-1.221283,0.091357,0.079084,-1.346559,0.126781,0.166824,-1.338575,0.1663,0.272302,-0.854987,0.070522,0.318813,-1.039173,0.101671,0.376016,-1.170483,0.134784,0.334111,-1.281628,0.158364,0.511529,-0.718864,0.047607,0.464574,-0.943857,0.09028,0.458898,-0.955298,0.18004,0.527276,-1.003509,0.181077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1786537267.5369,synthetic_asl_generator
0.0,0.0,0.0,-0.238437,-0.343233,-0.145817,-0.459734,-0.62724,-0.143036,-0.493768,-0.904474,-0.101119,-0.390175,-1.331097,-0.058027,-0.019963,-0.927111,-0.021162,-0.085555,-1.215024,0.076001,-0.067614,-1.378997,0.112718,-0.022734,-1.450791,0.117189,0.105813,-0.993865,-0.032196,0.212459,-1.230341,0.056821,0.197992,-1.428311,0.08238,0.192996,-1.622155,0.173486,0.321327,-0.892027,-0.004066,0.360203,-1.198367,0.065001,0.410058,-1.292318,0.104881,0.376345,-1.341069,0.121255,0.569635,-0.808268,-0.038203,0.638727,-0.893223,0.086073,0.665287,-1.155241,0.083077,0.596587,-1.141947,0.19013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1786537267.537,synthetic_asl_generator
0.0,0.0,0.0,-0.3657,-0.161919,-0.133752,-0.480158,-0.566694,-0.157153,-0.607352,-0.949541,-0.180371,-0.891232,-1.097381,-0.073365,-0.382215,-1.035441,-0.024427,-0.465213,-1.207347,0.068607,-0.459022,-1.252426,0.107943,-0.48548,-1.334662,0.10313,-0.110668,-0.9933,-0.033277,-0.152197,-1.329173,0.048671,-0.143291,-1.490528,0.022371,-0.331244,-1.480938,0.141831,0.144624,-1.024841,-0.010893,0.162081,-1.367061,0.036361,0.111196,-1.4178,0.082962,0.107411,-1.459493,0.121201,0.364099,-0.927933,-0.026284,0.406031,-1.101839,0.090843,0.308659,-1.249599,0.098662,0.206561,-1.278317,0.113047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1786537267.5372,synthetic_asl_generator
0.0,0.0,0.0,-0.324848,-0.242852,-0.083338,-0.579369,-0.522547,-0.163402,-0.706749,-0.780247,-0.083228,-0.908614,-1.062232,-0.030235,-0.437061,-0.905984,-0.007442,-0.524044,-1.187744,0.062756,-0.494306,-1.233307,0.086834,-0.402111,-1.379563,0.151189,-0.188089,-0.981235,-0.042419,-0.284938,-1.375823,0.044128,-0.310686,-1.41082,0.084875,-0.274951,-1.519273,0.1367,-0.022863,-1.035779,-0.026967,-0.05708,-1.184072,0.036969,-0.057536,-1.299009,0.124572,-0.065258,-1.400109,0.144578,0.26794,-0.925628,-0.026485,0.255677,-1.138412,0.058938,0.274698,-1.134797,0.035948,0.238122,-1.287481,0.104139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1786537267.5374,synthetic_asl_generator
0.0,0.0,0.0,-0.390485,-0.226741,-0.115078,-0.536114,-0.560934,-0.177895,-0.789221,-0.85667,-0.133675,-0.824245,-1.188117,-0.074267,-0.447615,-0.946658,-0.023716,-0.521471,-1.105992,0.013542,-0.464113,-1.258599,0.155584,-0.428033,-1.376699,0.085074,-0.219505,-0.975086,-0.032021,-0.177777,-1.317889,-0.015179,-0.274433,-1.457484,0.033032,-0.305593,-1.47723,0.085248,0.056744,-1.03721,-0.036133,0.142106,-1.221983,0.056104,0.060946,-1.336474,0.073121,-0.02392,-1.469687,0.118115,0.259367,-1.013499,-0.070563,0.124608,-1.125701,0.038327,0.272629,-1.158323,0.087775,0.191451,-1.230631,0.057385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1786537267.5376,synthetic_asl_generator
0.0,0.0,0.0,-0.236622,-0.167532,-0.112056,-0.327233,-0.634478,-0.126489,-0.251554,-1.014974,-0.113195,-0.409893,-1.413115,-0.056298,0.002576,-0.997144,0.04413,0.121591,-1.43424,0.125562,0.004317,-1.401844,0.132842,0.125001,-1.497036,0.149806,0.331043,-0.94265,0.042675,0.233867,-1.396725,0.088628,0.271085,-1.458147,0.139799,0.309814,-1.616622,0.133487,0.446298,-0.890481,0.016301,0.601026,-1.1451,0.097986,0.478701,-1.278901,0.139781,0.519859,-1.354771,0.171854,0.64655,-0.83766,0.057031,0.660119,-0.942401,0.041489,0.741376,-1.023542,0.132809,0.705098,-1.195842,0.100628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1786537267.5378,synthetic_asl_generator
0.0,0.0,0.0,-0.44707,-0.124651,-0.06809,-0.681681,-0.425239,-0.118859,-0.7868,-0.725722,-0.083137,-1.004049,-1.043412,-0.040166,-0.490864,-0.896091,-0.023519,-0.525257,-1.145917,0.098702,-0.50387,-1.275346,0.120108,-0.69856,-1.314384,0.1857,-0.316089,-0.947462,0.049025,-0.301117,-1.172436,0.134435,-0.30729,-1.441714,0.108645,-0.421785,-1.534214,0.166448,-0.060657,-0.985734,-0.055816,0.011444,-1.122552,0.098805,-0.033832,-1.310394,0.160929,-0.110958,-1.428352,0.191973,0.133203,-0.944297,-0.001616,0.107938,-1.125866,0.062727,0.136977,-1.101129,0.195812,0.116389,-1.219974,0.183434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1786537267.538,synthetic_asl_generator
0.0,0.0,0.0,-0.340338,-0.425037,-0.093295,-0.409859,-0.680334,-0.154963,-0.420328,-0.987979,-0.097363,-0.498565,-1.299961,-0.036048,-0.087649,-0.993155,0.027065,-0.139102,-1.187906,0.080276,-0.099567,-1.350156,0.066277,-0.0521,-1.441787,0.1031,0.14275,-0.989633,-0.015754,0.112231,-1.397298,0.046809,0.052637,-1.353521,0.154837,0.075593,-1.496058,0.120709,0.295294,-0.897622,0.013897,0.2338,-1.236735,0.097655,0.347339,-1.335355,0.134127,0.232641,-1.387729,0.109826,0.469548,-0.859708,0.015588,0.490219,-1.031028,0.075556,0.58962,-1.122057,0.121518,0.495324,-1.126628,0.12641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1786537267.5383,synthetic_asl_generator
